sensor_id,timestamp,latitude,longitude,sensor_type,reading_value,status,zone
1931,2023-01-01 03:30:00,37.37021248050392,-121.91775662238469,flood,36.769309152632566,active,
1719,2023-01-01 03:32:00,37.30665472571368,-121.67023653575724,flood,36.90897797830432,active,
1354,2023-01-01 03:36:00,37.61406578590611,-122.34372547053084,flood,60.104142946382986,active,
1429,2023-01-01 03:38:00,37.56393089967656,-122.47055194091556,seismic,61.31425070208084,active,
1223,2023-01-01 03:41:00,37.631322554802665,-121.76481447716228,seismic,94.31090744836555,active,
1284,2023-01-01 03:42:00,37.65915215365707,-122.02530298557852,seismic,18.923524126790014,active,
1235,2023-01-01 03:47:00,37.50038648965008,-122.26006010426616,humidity,31.45453099112565,active,
1912,2023-01-01 03:49:00,37.61718086450016,-121.50165654116154,flood,22.762629054746075,active,
1169,2023-01-01 03:52:00,37.35768036576513,-121.62478254285658,flood,65.17286888410472,active,
1690,2023-01-01 03:54:00,37.71524397366541,-122.08316145039268,flood,72.62872831955983,active,
1652,2023-01-01 03:56:00,37.53414397522212,-121.65676259998828,seismic,54.85613106634125,active,
1762,2023-01-01 03:58:00,37.01618972061454,-121.61097213794493,humidity,63.45798615741135,active,
1063,2023-01-01 04:12:00,37.5027850601264,-122.30785523116778,seismic,61.255007632702494,active,
1457,2023-01-01 04:14:00,37.22914661006928,-122.4206732921366,humidity,27.917084942404824,active,
1961,2023-01-01 04:16:00,37.68031096431454,-122.40766158825852,temp,64.84973814635191,active,
1312,2023-01-01 04:17:00,37.92564111166172,-122.22264996338374,seismic,63.42742719522862,active,
1704,2023-01-01 04:18:00,37.39232469286611,-122.220562085062,temp,94.62373097062758,active,
1267,2023-01-01 04:21:00,37.13311345847808,-121.65667229813732,flood,11.777957612546274,active,
1296,2023-01-01 04:22:00,37.80103996291118,-121.72160245899342,seismic,63.07222613144351,active,
1742,2023-01-01 04:27:00,37.94634642289222,-122.36487671401602,flood,45.99937591596088,active,
1927,2023-01-01 04:28:00,37.99441438364183,-121.70117280415492,flood,27.720310443404507,active,
1123,2023-01-01 04:29:00,37.95200014794231,-122.16416024099377,temp,50.82524154673833,active,
1665,2023-01-01 04:32:00,37.75360508337959,-121.99151065576534,temp,35.991755105178754,active,
1998,2023-01-01 04:33:00,37.88850931029654,-121.60403141723783,humidity,57.159398657067214,active,
1273,2023-01-01 04:34:00,37.70364338123276,-122.10338066586168,temp,65.03001161688272,active,
1524,2023-01-01 04:35:00,37.22151285814155,-121.91052828314696,seismic,2.231646642971652,active,
1747,2023-01-01 04:38:00,37.90136374536622,-122.37097594040132,seismic,77.19194659655699,active,
1125,2023-01-01 04:39:00,37.43543567949046,-122.40814501918403,humidity,32.76900807764848,active,
1585,2023-01-01 04:45:00,37.81861102622819,-122.42209869878816,temp,50.56796046518848,active,
1801,2023-01-01 04:48:00,37.40050158484858,-121.69270289580898,humidity,86.37496251030547,active,
1798,2023-01-01 04:56:00,37.070933460883445,-121.99777650886396,seismic,48.99125965451664,active,
1253,2023-01-01 04:57:00,37.84738693692327,-122.05079088791987,flood,23.51220536276369,active,
1459,2023-01-01 04:58:00,37.42626503570427,-122.31761173832068,temp,23.509727528578505,active,
1678,2023-01-01 05:01:00,37.78845110980566,-121.6365328245902,temp,84.68314505375584,active,
1714,2023-01-01 05:03:00,37.10430916939932,-122.35468914660912,seismic,51.11789420727191,active,
1635,2023-01-01 05:04:00,37.52467921998837,-121.73878779052664,flood,70.70263144659333,active,
1668,2023-01-01 05:05:00,37.5514059099318,-121.73302840365002,humidity,16.07012229410327,active,
1752,2023-01-01 05:07:00,37.853028252862906,-121.55404694415785,flood,44.38849718039718,active,
1525,2023-01-01 05:08:00,37.906350706413,-121.91899374527212,seismic,67.44472833899326,active,
1147,2023-01-01 05:11:00,37.197643600612594,-121.87215344022556,flood,36.00470698712378,active,
1094,2023-01-01 05:12:00,37.14330363190255,-121.72344230007052,seismic,19.20689780095104,active,
1817,2023-01-01 05:18:00,37.517674660664674,-122.27018954880282,seismic,83.03338070753433,active,
1236,2023-01-01 05:19:00,37.361263078292176,-121.97870752548506,temp,79.99008979206181,active,
1419,2023-01-01 05:20:00,37.33954915160177,-122.07756859336654,temp,91.12851621789164,active,
1946,2023-01-01 05:25:00,37.87374092780832,-122.23490758641849,flood,77.47933239861743,active,
1047,2023-01-01 05:26:00,37.55398622619485,-122.07549095193043,humidity,10.84492747649235,active,
1293,2023-01-01 05:30:00,37.499656279244434,-121.56518874400588,humidity,62.63698612099781,active,
1416,2023-01-01 05:31:00,37.9315027793867,-122.42868434877772,humidity,35.02138351735164,active,
1371,2023-01-01 05:43:00,37.52860126576138,-122.0688210694094,seismic,29.182227543417817,active,
1550,2023-01-01 05:49:00,37.57889895840616,-122.1005324679116,seismic,56.04686536896991,active,
1507,2023-01-01 05:52:00,37.10556291228304,-121.85785147286929,humidity,77.17611636790947,active,
1044,2023-01-01 05:53:00,37.26237977069419,-121.62274008797696,humidity,95.46921371092591,active,
1491,2023-01-01 05:59:00,37.19812197689534,-121.64864904883966,seismic,60.1112921643185,active,
1498,2023-01-01 06:00:00,37.48847089266028,-122.43477047145626,humidity,56.79228899977088,active,
1241,2023-01-01 06:03:00,37.59019683916216,-121.5705258026298,humidity,32.522100417613345,active,
1930,2023-01-01 06:04:00,37.22650166101624,-121.72699514568596,humidity,75.5705823315858,active,
1377,2023-01-01 06:05:00,37.31063091073667,-122.0700699973268,humidity,80.06102544573027,active,
1261,2023-01-01 06:06:00,37.22865115839871,-122.32373293649428,humidity,86.27929898510946,active,
1555,2023-01-01 06:07:00,37.85175545500199,-122.00762890966996,flood,86.00708358908012,active,
1142,2023-01-01 06:09:00,37.93237618356325,-122.3078423036508,flood,63.77855663789494,active,
1294,2023-01-01 06:13:00,37.35187335917516,-121.90654689876644,humidity,34.242184701405144,active,
1439,2023-01-01 06:14:00,37.08912714215537,-122.34202438161792,flood,60.57527161296332,active,
1095,2023-01-01 06:15:00,37.60127405896,-122.29728869066372,flood,58.49119540241016,active,
1926,2023-01-01 06:16:00,37.13248346689652,-122.24325868241594,temp,49.90205983325079,active,
1512,2023-01-01 06:20:00,37.01221196450526,-121.85200189446358,temp,26.21291914134799,active,
1410,2023-01-01 06:22:00,37.83162213605181,-122.40857807185684,seismic,85.29009658407264,active,
1121,2023-01-01 06:24:00,37.0938028322152,-121.78525378287644,temp,65.34198635957176,active,
1202,2023-01-01 06:32:00,37.11080621850162,-121.96271253779793,temp,75.83737741057745,active,
1136,2023-01-01 06:34:00,37.955139962565546,-122.14188264909218,temp,89.84921854639025,active,
1104,2023-01-01 06:40:00,37.89274040093751,-121.84393270226946,seismic,76.91378627877279,active,
1472,2023-01-01 06:41:00,37.584803939344745,-121.94962110177016,humidity,86.79268846882448,active,
1652,2023-01-01 06:43:00,37.59080398257474,-122.10151740034648,flood,28.27852624734576,active,
1208,2023-01-01 06:44:00,37.883250254053735,-121.90472849702655,flood,34.21208128741243,active,
1602,2023-01-01 06:45:00,37.85550609752322,-122.21559738331248,humidity,37.250193102522665,active,
1724,2023-01-01 06:50:00,37.413067770862654,-122.30519526202288,humidity,97.6428821158712,active,
1359,2023-01-01 06:52:00,37.38243967070832,-122.15223611890808,humidity,85.27326889669675,active,
1737,2023-01-01 06:54:00,37.49549630580796,-121.6687007461678,seismic,29.77592764975846,active,
1635,2023-01-01 06:57:00,37.55724767224104,-122.1486655577093,flood,88.66831190538423,active,
1407,2023-01-01 06:59:00,37.051380867374654,-121.97643778508116,seismic,47.527690442453554,active,
1830,2023-01-01 07:04:00,37.27676055414064,-121.6191779515342,humidity,44.51398798024094,active,
1971,2023-01-01 07:07:00,37.04538658209119,-122.13019306020256,humidity,25.205673663626683,active,
1355,2023-01-01 07:08:00,37.51836469043648,-121.50176116646615,temp,58.37053131039679,active,
1011,2023-01-01 07:09:00,37.28781011760455,-122.27149334581468,humidity,82.68578104191002,active,
1120,2023-01-01 07:10:00,37.39492430056525,-122.4362475415925,flood,9.877724467432849,active,
1596,2023-01-01 07:11:00,37.140710438199285,-121.52698914449086,flood,84.75592067340693,active,
1942,2023-01-01 07:14:00,37.41845859940516,-121.84599308711512,humidity,28.904517091123218,active,
1771,2023-01-01 07:17:00,37.62527792240381,-122.33414243289413,flood,5.688629892147745,active,
1606,2023-01-01 07:19:00,37.17671844566107,-122.33867717629728,humidity,76.86593191470857,active,
1186,2023-01-01 07:27:00,37.43789024963446,-122.1501546041947,flood,34.28441021890492,active,
1113,2023-01-01 07:29:00,37.03607063740725,-121.92408005422922,flood,21.47835316998721,active,
1621,2023-01-01 07:30:00,37.59475954330443,-122.20528827641049,humidity,72.76908108266808,active,
1827,2023-01-01 07:34:00,37.87616724760845,-122.43917977387665,seismic,89.25656676526582,active,
1195,2023-01-01 07:35:00,37.60663183946392,-122.3863227892028,humidity,7.512115778217621,active,
1081,2023-01-01 07:38:00,37.09279108296082,-122.17703323535424,humidity,40.92075034203677,active,
1476,2023-01-01 07:40:00,37.03182092803512,-122.15079197448078,seismic,36.94280185531689,active,
1873,2023-01-01 07:41:00,37.49894474402488,-122.1034045225934,flood,12.498024435163655,active,
1803,2023-01-01 07:42:00,37.645364194880685,-122.09291823766078,seismic,27.33733684576466,active,
1235,2023-01-01 07:45:00,37.817708202029294,-121.73678543152982,seismic,92.5199258988033,active,
1393,2023-01-01 07:48:00,37.93769343069914,-122.21542138414804,temp,1.546461197811955,active,
1034,2023-01-01 07:49:00,37.70013682686954,-121.64307781671285,humidity,3.4838713344949146,active,
1508,2023-01-01 07:50:00,37.2843952314164,-122.13088267977083,seismic,1.637074675557837,active,
1412,2023-01-01 07:53:00,37.22155599879183,-121.9537129152713,flood,17.558614545990213,active,
1703,2023-01-01 07:57:00,37.80776958890022,-122.23152490566927,humidity,0.0642215143060065,active,
1445,2023-01-01 07:58:00,37.4259640328039,-122.26962928242024,humidity,64.90890098544403,active,
1361,2023-01-01 08:02:00,37.06097943097408,-122.44373595768744,seismic,16.3303312772614,active,
1029,2023-01-01 08:07:00,37.01345846377298,-121.80520879756142,humidity,9.20331385107267,active,
1269,2023-01-01 08:08:00,37.10800479088979,-122.43797620011256,flood,36.29743008091113,active,
1614,2023-01-01 08:09:00,37.94327120834707,-122.1520502525327,seismic,64.13377225568165,active,
1007,2023-01-01 08:10:00,37.76232989698656,-121.95997021073006,temp,33.57269552360148,active,
1057,2023-01-01 08:11:00,37.90843997022903,-121.66470899969576,seismic,97.78335526699504,active,
1764,2023-01-01 08:12:00,37.95083272662416,-122.38947781609632,seismic,41.684964183184846,active,
1707,2023-01-01 08:13:00,37.146547314961815,-122.10434136377386,temp,22.68662257796664,active,
1522,2023-01-01 08:14:00,37.36085825511257,-122.35510201857164,humidity,93.24314892710764,active,
1219,2023-01-01 08:16:00,37.79531839515713,-122.4501623305209,humidity,93.74812720831976,active,
1700,2023-01-01 08:17:00,37.988718798887504,-121.7356626432315,humidity,66.45477274178552,active,
1571,2023-01-01 08:19:00,37.32353772430103,-121.96254447792364,flood,82.24911178951369,active,
1902,2023-01-01 08:24:00,37.3503536793591,-121.9621106006102,seismic,15.984514451527652,active,
1306,2023-01-01 08:26:00,37.60930787995042,-121.62340363809332,flood,22.060383994302725,active,
1857,2023-01-01 08:28:00,37.29834803628229,-121.8997393475827,flood,15.690311828338288,active,
1816,2023-01-01 08:34:00,37.95433219117752,-121.68362391012778,flood,46.48626069413668,active,
1086,2023-01-01 08:35:00,37.41976710451303,-121.53862257142669,seismic,5.576854763459716,active,
1068,2023-01-01 08:41:00,37.43657718866525,-121.845860112846,humidity,41.21791871239569,active,
1545,2023-01-01 08:44:00,37.71922985170785,-122.08027084533587,humidity,69.85119589520515,active,
1026,2023-01-01 08:45:00,37.14955926761612,-122.30601202927382,flood,66.91224556932174,active,
1761,2023-01-01 08:47:00,37.12418095759504,-122.2869399839147,flood,40.92380013398294,active,
1673,2023-01-01 08:52:00,37.30749297824817,-121.60968223588635,temp,17.829596423720105,active,
1348,2023-01-01 08:53:00,37.26623438634287,-121.8114733660502,seismic,59.03045717497623,active,
1283,2023-01-01 09:00:00,37.925767739229066,-122.00198472518296,flood,24.445857657411157,active,
1173,2023-01-01 09:04:00,37.77124489874883,-122.2189989017704,seismic,29.2012175913854,active,
1875,2023-01-01 09:06:00,37.99127275698223,-122.18377427714148,seismic,54.40283586333672,active,
1079,2023-01-01 09:07:00,37.74083422276828,-121.70895914958908,temp,30.41022361960871,active,
1126,2023-01-01 09:17:00,37.57122029073012,-122.47622895107644,flood,18.846147228779365,active,
1376,2023-01-01 09:21:00,37.101518549882286,-121.54140517356548,humidity,70.12523348430172,active,
1725,2023-01-01 09:29:00,37.44742437082381,-121.96394559847568,temp,99.42525781387674,active,
1364,2023-01-01 09:32:00,37.82205087419011,-121.56248868848635,flood,28.98916806244578,active,
1565,2023-01-01 09:35:00,37.26976269828589,-121.99182702103074,flood,78.7715318719026,active,
1892,2023-01-01 09:37:00,37.67769242073555,-121.8947741634532,flood,58.86274352014872,active,
1337,2023-01-01 09:40:00,37.85483563699584,-121.94868961483338,humidity,53.33010346020808,active,
1871,2023-01-01 09:50:00,37.47024188883246,-121.79309707327587,seismic,93.79461774567685,active,
1732,2023-01-01 09:53:00,37.282923763308304,-121.8243236922236,seismic,57.9087033664763,active,
1007,2023-01-01 09:58:00,37.16867188133917,-121.76810669899,flood,84.03075002264944,active,
1324,2023-01-01 10:00:00,37.11213523504074,-122.17134977961926,flood,88.07708012376442,active,
1845,2023-01-01 10:03:00,37.08255510203082,-122.3214120954066,seismic,45.41373439784508,active,
1445,2023-01-01 10:04:00,37.216221373971294,-122.06572134041524,seismic,87.65220237100748,active,
1750,2023-01-01 10:08:00,37.13827945786295,-122.36540405925692,flood,47.19465328954429,active,
1431,2023-01-01 10:10:00,37.50127008260937,-122.00799127858552,humidity,34.38322399201471,active,
1899,2023-01-01 10:11:00,37.844105394927126,-121.8046650002733,temp,49.794965857542,active,
1440,2023-01-01 10:15:00,37.791767937768,-122.0367336219648,humidity,14.583166938209368,active,
1824,2023-01-01 10:16:00,37.64668970466999,-121.8168822611254,humidity,37.2506963864418,active,
1842,2023-01-01 10:19:00,37.16302637806037,-122.1247694715639,temp,31.07016068530396,active,
1637,2023-01-01 10:20:00,37.81374838944394,-121.6106648868336,flood,57.57273385018629,active,
1970,2023-01-01 10:22:00,37.86109320729865,-121.55571171426828,flood,77.71212242222812,active,
1552,2023-01-01 10:23:00,37.05622768514465,-122.29937757022392,temp,90.4666724012802,active,
1844,2023-01-01 10:25:00,37.65078269711884,-121.67224209099216,seismic,92.48432096406508,active,
1558,2023-01-01 10:33:00,37.7056929528508,-122.27923125687784,seismic,78.2307241006753,active,
1532,2023-01-01 10:34:00,37.34512703730009,-122.0332298867824,flood,54.05992123544207,active,
1017,2023-01-01 10:37:00,37.97979460010071,-121.65250270444278,flood,27.54177767184296,active,
1952,2023-01-01 10:39:00,37.89706542116089,-122.39940422833008,temp,50.48468746483107,active,
1358,2023-01-01 10:40:00,37.576357066644185,-122.28051593721813,flood,60.29230176680033,active,
1820,2023-01-01 10:41:00,37.42985274537497,-122.49727063774888,flood,64.46425145900318,active,
1671,2023-01-01 10:42:00,37.98374360880097,-122.1465715379482,flood,76.64400951463051,active,
1196,2023-01-01 10:44:00,37.82915932217151,-121.95450359312152,seismic,38.97050781115164,active,
1024,2023-01-01 10:49:00,37.77486020169279,-121.9514056727154,humidity,94.54153999739884,active,
1179,2023-01-01 10:50:00,37.68196149082141,-122.14682365676056,flood,96.2663228535938,active,
1619,2023-01-01 10:54:00,37.61633552081253,-121.9232574089613,humidity,12.175039927357211,active,
1438,2023-01-01 10:56:00,37.77652845648253,-121.50804612143811,seismic,41.78889398871179,active,
1892,2023-01-01 10:58:00,37.3135217412971,-122.33143747351548,temp,71.87884859303608,active,
1136,2023-01-01 11:00:00,37.48373243183307,-121.5265735909804,seismic,4.176267649369814,active,
1028,2023-01-01 11:03:00,37.04164372403601,-121.8637777242936,seismic,22.269737114123235,active,
1198,2023-01-01 11:05:00,37.44797783761581,-122.41508567987708,temp,23.663240304407207,active,
1070,2023-01-01 11:16:00,37.45913933395947,-121.7679953839062,flood,33.99319889633476,active,
1545,2023-01-01 11:18:00,37.17403572794737,-121.96870601823204,temp,10.77403928441104,active,
1454,2023-01-01 11:22:00,37.05108320492935,-122.47383964232664,humidity,67.22168546406544,active,
1570,2023-01-01 11:23:00,37.365546847995255,-121.67245270583432,flood,15.99833495712537,active,
1113,2023-01-01 11:32:00,37.589422216826165,-122.24974442659386,humidity,19.569643242587677,active,
1634,2023-01-01 11:35:00,37.9876774105341,-121.50560693603587,temp,76.20595417828243,active,
1539,2023-01-01 11:41:00,37.15671218701628,-122.12156720095362,flood,15.019637792040442,active,
1788,2023-01-01 11:42:00,37.13172740545209,-122.24659542629712,flood,73.61872731638597,active,
1802,2023-01-01 11:43:00,37.89533914133276,-122.23571518418962,seismic,25.009334498923643,active,
1609,2023-01-01 11:45:00,37.569017275085535,-121.56005138253542,seismic,73.14048710418726,active,
1896,2023-01-01 11:46:00,37.99615443789899,-122.3956552085562,temp,20.676982458219584,active,
1309,2023-01-01 11:48:00,37.45586915724332,-122.33577933841786,temp,48.85895991755479,active,
1062,2023-01-01 11:49:00,37.39552058125001,-122.10888089268336,humidity,10.156606258189282,active,
1882,2023-01-01 11:51:00,37.32377194563662,-121.58549789958684,flood,47.82780556166495,active,
1778,2023-01-01 11:54:00,37.16487953219014,-121.99969491473078,temp,54.00131559314695,active,
1317,2023-01-01 11:55:00,37.91974693491003,-122.25792735287762,humidity,55.431638779581135,active,
1108,2023-01-01 12:05:00,37.326160956611545,-122.41745340655078,temp,64.32332570364827,active,
1824,2023-01-01 12:11:00,37.16859807750014,-122.31673468247864,flood,82.63162583691239,active,
1517,2023-01-01 12:12:00,37.7764753536601,-122.4709212286912,seismic,85.93766064191838,active,
1420,2023-01-01 12:14:00,37.00174713862313,-121.64273535783992,temp,50.30353197710776,active,
1756,2023-01-01 12:15:00,37.13021102756415,-122.33938752997146,seismic,54.09218507215133,active,
1234,2023-01-01 12:16:00,37.19596637208022,-121.97287009466493,humidity,20.999566287336638,active,
1060,2023-01-01 12:18:00,37.55945823596042,-122.29697927192213,humidity,10.4460106578368,active,
1083,2023-01-01 12:21:00,37.12156018574062,-121.9614384119669,flood,28.970177724527368,active,
1951,2023-01-01 12:22:00,37.783940431870654,-122.13955102617044,seismic,57.06759625868626,active,
1862,2023-01-01 12:33:00,37.33907259943298,-122.046775060323,temp,29.74995940577621,active,
1198,2023-01-01 12:35:00,37.98437044163692,-122.06781981538016,temp,91.5899764220192,active,
1259,2023-01-01 12:36:00,37.10685105496925,-122.31270865826326,flood,65.82224451424187,active,
1500,2023-01-01 12:37:00,37.82944997241965,-122.42898215304996,seismic,17.886353835160673,active,
1463,2023-01-01 12:40:00,37.270572487582406,-122.03355851238705,seismic,52.79578066270653,active,
1516,2023-01-01 12:45:00,37.86868914065892,-121.64231799906212,flood,8.539448140890526,active,
1053,2023-01-01 12:46:00,37.006913720865285,-121.66781206915468,humidity,86.63395181244941,active,
1914,2023-01-01 12:48:00,37.23020296925949,-122.47886500588488,humidity,92.56859413700148,active,
1000,2023-01-01 12:52:00,37.27862724514528,-122.2213777469259,flood,75.3293943929786,active,
1979,2023-01-01 12:56:00,37.47623827680264,-122.35142964349517,flood,66.52671426018745,active,
1378,2023-01-01 12:59:00,37.3208089748922,-121.5352196104517,flood,70.32571547464018,active,
1131,2023-01-01 13:04:00,37.81903903174569,-122.353600064326,humidity,28.317507698693213,active,
1197,2023-01-01 13:07:00,37.34312105493684,-121.74202258800658,humidity,22.090785619233333,active,
1862,2023-01-01 13:09:00,37.33087628814607,-121.6739461903896,flood,34.113776757658634,active,
1381,2023-01-01 13:10:00,37.66250248262008,-122.27804781780948,flood,33.61419105451383,active,
1169,2023-01-01 13:13:00,37.19461013599792,-121.90225944238864,seismic,58.91547686908684,active,
1744,2023-01-01 13:15:00,37.17751766791286,-122.42697140150112,seismic,72.85501546838333,active,
1007,2023-01-01 13:16:00,37.210072008915496,-122.0569806397768,flood,84.88389536079247,active,
1460,2023-01-01 13:18:00,37.38108571235999,-122.46105076340368,humidity,89.18530534884908,active,
1804,2023-01-01 13:20:00,37.68129849931104,-121.87517346180852,humidity,87.90707284227177,active,
1250,2023-01-01 13:22:00,37.24571936098018,-121.71918407037823,humidity,18.4013214951018,active,
1787,2023-01-01 13:23:00,37.44734599189647,-122.3004339708625,humidity,27.55511773966177,active,
1422,2023-01-01 13:27:00,37.107408317906575,-121.6752395635571,humidity,34.699043136937966,active,
